Commentaire,Séance,Module,Présentation,Contenu,Design,Général,Communication,Structure,Utilité,Intrinsèque,Accomplissement,Cout,Anxiété,Colère,Ennui,Joie,espoir,"
désespoir",Satisfaction,Gratitude,"
Déception",Mécontentement,Confusion,Polarité,Attitude,Attente,Valeur,Sentiment,Aspect
Le cours était intéressant et enrichissant et je l'aimais bien ce module et ce prof.,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,NE,J,S
J'ai bien aimé la présentation de ce cours,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
Le contenu de ce cours est très important à mon avis,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
Le cours était bien structuré et dans un ordre très logique,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,E,G
Il y a beaucoup des schémas et un peu de texte  c'est bien,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
"le cours est théorique au point ou il est inutile dans le TD
l'accélération de la présentation du cours",/,Esi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,U,J,C
pdf du cours n'a aucune information utile ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
la chronologie des chapitres est logique,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
"le design n'est pas fatiguant, c'est bien",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
Le prof essaie de communiquer avec les étudiants,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,U,J,G
"Je ne pouvais jamais comprendre une chose dans le cours, c'est dégoûtant",/,Esi,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,Pr
Le cours est bien présente,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,S
Le cours contient beaucoup d'information utile pour le Td et les examens,/,Esi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
Il est bien structuré et bien expliqué,/,Esi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Tres amicable avec l'etudiant, j'aime ce prof",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,NE,J,G
Le prof explique tres tres bien et répète toujours pour que tout le monde puisse comprendre,/,Esi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
Le cours m'a vraiment aidé dans les examens,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,C
Le prof a bien présenté le cours,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
le cours n'est pas vraiment organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
"le prof est amicable, je l'aime",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,NE,J,G
Le prof a toujours essayé de son mieux pour bien communiquer avec nous tous je l'adore,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,Pr
"A l'aide de la série de TD , j'ai pu comprendre ce module",/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,C
le cours est bien présenté,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,S
Les informations sont un peu basiques mais on peut comprendre le principe,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,NE,J,D
le pdf du cours est bien designé et simple,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"on peut poser des questions si on comprend pas, il y a une bonne communication entre le prof et les étudiants, c'est mon meilleur prof",/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,C,M,G
Ce module est vraiment facile à comprendre,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,I,J,Pr
Le prof est vraiment intelligent j'aime bien la façon dont il explique son cours en ligne,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,C,M,C
il y a TROP D'INFORMATIONS j'aime pas vraiment,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
Je trop le cours trop chargé et mal organisé,/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
Les exemples du déroulement sont bien illustrés,/,Esi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Le prof est vraiment gentil et répond à toutes les questions je l'adore,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,C,M,G
"Ce module en ligne est vraiment dur, et je ne vois pas son intérêt",/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,E,Pr
"j'apprécie la méthode de prof, car elle explique en écrivant sur un tableau microsoft je l'adore",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,NE,M,C
J'ai pas aimé vraiment le contenu de ce cours il manquait des exemples,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
"l'organisation logique de cours, permettra mieux lier les notion appris",/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,CO
"Dans ce module on fait les graphes des fonctions et les couleurs n'apportent pas de plus , le plus important et la meilleur chose qui capte l'intension c'est d'expliquer dans un tableau et donner l'application des chose dans le terrain et on a déja ça ",/,Esi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,G
"j'ai aimé la méthode de la prof, elle essaye toujours d'avoir une conversation avec nous je l'adore",/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,NE,J,Pr
quand la quantité d'informations est trop et le prof ne coordonne pas le notion entre elle vous perdez la volonté d'étudier en ligne ce qui est mon cas,/,Esi,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,A,J,C
Ennuyant j'arrive à peine à rester éveillé,/,Esi,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
"trop théorique, des exemple concret sont nécessaires",/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,D
design assez bien fait,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
le prof n'utilise pas le chat et ça me stresse,/,Esi,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,J,G
ce module  est loin d'être suffisant pour s'initier à la sécurité informatique j'ai pas aimé vraiment son déroulement en ligne,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
cours présenté assez bien,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
Le contenu de ce cours est important en général,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
oui bien structuré et organisé ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,D
design très banal j'aime pas ,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
le cours est très dynamique j'aime bien la communication,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
cours et td mal gérés en ligne j'ai pas aimé du tout ,/,Esi,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P,NE,NE,I,J,Pr
"cours bien expliqué, le prof avance doucement selon le rythme des étudiants, et répond aux questions avec patience je l'adore",/,Esi,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,NE,J,C
très bon contenu j'aime bien,/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
très bien organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,D
beaucoup de schémas explicatifs j'aime trop,/,Esi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
Très bonne communication entre le prof et les étudiants j'aime bien,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
j'ai aimé le déroulement de ce module en ligne,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
"Méthodologie géniale, le prof traite d'exemples réels ce qui nous fait découvrir la vie en entreprise et le monde professionnel je l'adore",/,Esi,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,C,M,C
Contenu assez complet je trouve,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,S
Structure bonne et logique,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
"Beaucoup d'images et de schémas, ce qui rend le cours attrayant",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,CO
"La méthode d'enseignement et de communication est géniale, le prof nous donne énormément d'exemples de la vie réelle",/,Esi,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,C,C,G
J'adore le contenu et la façon dont ce cours est enseigné le prof est vraiment gentil et attentif,/,Esi,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,Pr
Le cours est assez bien présenté,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
"Beaucoup d'écriture j'aime pas , si on avait plus d'exemples ça aurait été mieux",/,Esi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,J,S
"La structure pourrait être améliorée, en enlevant le superflu de texte sinon comme ça j'aime pas trop",/,Esi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,J,D
Couleurs adéquates pour un cours,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
j'aime pas vraiment la communication je stresse tout le temps et ça me déconcentre rapidement ,/,Esi,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,NE,G
Je perds souvent ma concentration au bout d'un certain temps et ça m'énerve,/,Esi,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,Pr
J'aime bien l'énergie du prof et son respect des horaires.,/,Esi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,NE,M,C
"Contenu intéressant, correspond à l'actualité.",/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
"Très bien structuré, avec un bon ordonnancement des notions.",/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
"Des slides clairs, lisibles et surtout expressifs.",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,CO
Tres bonne communication avec des réponses bien structurées aux questions.,/,Esi,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,G
"J'attends les prochains cours, spécialement ceux en présentiel",/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,C,M,Pr
"Notre prof explique très bien et va doucement tout comme en présentiel, malgré qu'il y'a des coupures de sa part des fois qui ne dépassent pas les 5 min, mais en générale mon commentaire reste positif",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,U,J,C
Le contenu des tps ne sont pas très pratiques de les faire en ligne,/,Esi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,S
"Le cours est parfait et très bien structuré, une chose qui est approuvée par plusieurs personnes des années précédentes",/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
Un équilibre parfait entre l'écriture et les schémas,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,E,CO
L'enseignant ignore le chat souvent jusqu'à ce qu'il termine la partie abordée entièrement et j'aime pas vraiment cette méthode,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,A,G
" notre prof nous ajoute parfois des séances dans le même jour , c'est qui rond les choses un peu lourdes pour moi",/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,Pr
"le cours n'est pas bien présenté, certaines loi ne figurent pas dans les slides, l'enseignant parle rapidement on a des difficultés à nous rattraper",/,Esi,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,M,C
Le contenu de ce cours est très important pour les SIT,/,Esi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,S
"Cours mal organisé, beaucoup de redondance des éléments, très chargés, très peu d'exemples",/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,D
il y'a beaucoup de texte et très peu de schéma,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,CO
Absence totale de communication entre le prof et les étudiants ce qui rend la séance ennuyante,/,Esi,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,N,NE,NE,C,M,G
"Je n'arrive pas à comprendre les lois, ce court nécessite un tableau et non pas un écran c'est stressant vraiment",/,Esi,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
Le module est bien présenté et on comprend bien le but de l'unité d'enseignement ainsi que les notions à acquérir.,/,Esi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
"Le cours devrait comprendre plus d'exemples d'application, pur théorie.",/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,E,CO
"Les cours et séances sont mal structuré, avec une cadence très perturbée (condensation en fin de Semestre) et un déséquilibre dans le volume horaire des chapitres",/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,G
"En général les cours sont peu attirant, design médiocre",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,Pr
Les enseignants sont très actifs et communiquent bien.,/,Esi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
Malgré que c'est un module intéressant,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,N,NE,NE,NE,J,S
il a laissé une mauvaise trace surtout avec la cadence perturbée,/,Esi,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
"J'ai bien aimé la présentation de ce prof, il est mon préféré",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,NE,J,CO
Les diapo était bien représenté et bien désigné,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,G
"Y avait pas vraiment de communication car les étudiants hésite à participer, c'est pas motivant et ennuyeux ",/,Esi,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,N,NE,N,NE,J,Pr
Le cours de ce prof est parmi les meilleurs cours présenté en ligne,/,Esi,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,J,C
"Le cours est bien représenté, et l'enseignant nous donne des exemples concrets",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
Le contenu de module attire les étudiants car il est pratique,/,Esi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,G
Le cours est bien structuré avec des sections et des titres bien choisis,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
Le design et même les couleurs sont bien choisis,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,C
Il demande chaque à fois si on a des questions donc c'est bien,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
Le cours comporte beaucoup de notions mais il nous donne le temp pour les assimiler,/,Esi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Le cours a été  présenté comme si on est dans une formation professionnelle , ce qui est bien ",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,Pr
Les notions abordés sont mis à jour ce qui très important,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,C
Le profs nous donne toujours la possibilité d'interagir avec lui ,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,S
Le cours m'as donné la possibilité de comprendre quelque notions que j'ai entendu parlé pas mal de fois,/,Esi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
"l'enseignant présente très bien son cours en utilisant des exemples concrets et des histoires réelles, c'est un bon prof ",/,Esi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,C,M,CO
il est bien structuré on voit le fil conducteur ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
le contenu est mal disposé ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,Pr
le prof encourage les étudiants à participer j'aime bien,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,C
le prof va trop vite dans l'explication donc je me sens perdu et angoissé,/,Esi,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,N,NE,NE,NE,J,S
les notions des réseaux sont bien traitées ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
Les tds/tps ne sont pas toujours organisés ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,CO
"Le design du cours est trop simple, c'est bien",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,G
Je n'aime pas la méthode utilisée ( partager un fichier docx et travailler ensemble ) ,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,Pr
"Généralement le module est très intéressant, ses notions sont très importantes et bien présentées",/,Esi,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
Le rythme est trop rapide ,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,D
contenu bien détaillé,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,G
le cour est bien structuré on voit le flow entre les titres ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,S
les slides sont très simples ils contiennent tout ce qu'il faut pour la compréhension ,/,Esi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
le professeur incite les étudiants à poser des questions ,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,Pr
"je perds le fil vers la fin du cours quand il y a beaucoup de contenu et la durée est un peu longue, surtout qu'on est à notre troisième semestre en ligne ce dernier est de plus en plus fatiguant, je me sens angoissé ",/,Esi,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,C
La façon de présentation du cours est bien organisé et structuré,/,Esi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
Les notions présentées dans le cours est une combinaison de la partie théorique et aussi la partie pratique qui est un motivant pour les étudiants de suivre et concentrer pendant le cours,/,Esi,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,NE,M,D
"Le cours contient plus de texte que des images , en plus le thème , le design n'est pas modern et attirant",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,C,CO
"Je n'arrive pas a comprendre 100% le contenu du cours vu que les coupures d'internet , d'électricité sont fréquent dans notre pays :)",/,Esi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,C,C,G
Il faut une nouvelle structuration j'ai pas aimé ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,C
j'ai adoré ce module,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,I,J,S
"J'ai pas apprécié la présentation du cours , ça se résumait à la lecture des slides",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,CO
c'est un peu trop chargé fallait diviser le programme en deux semestre pour assimiler les notions correctement,/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,J,G
Les notions sont ordonnées logiquement ,/,Esi,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,C,Pr
"Absence de couleurs , schémas quasi inexistant , zero photos , ce cours a vraiment un design des années 90 ",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,H,NE,C,A,C
"Mauvaise communication, le prof ne tient pas compte de l'état des étudiant il a meme pas voulu discuté des cours inclut à l'examen c'est énervant  mauvais exemple comme prof",/,Esi,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,N,H,NE,NE,M,Pr
"Ce cours était un calvaire pour la majorité des étudiants de ma promo et même des autres promo, c'est très énervant",/,Esi,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,N,H,NE,NE,M,D
"contenue très important, explication très attirante, Pas ennuyeux, le prof utilise des exemples qui nous font bien comprendre. C'est le meilleur",/,Esi,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,C,E,CO
"Si seulement tous les modules étaient enseignées de la même manière, j'aime trop la structure de prof dans ce cours",/,Esi,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,A,NE,NE,M,G
"Très bonne communication entre le prof et les étudiants, après chaque partie expliquée on peut poser nos questions.",/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,Pr
J'ai compris 98% du cours aujourd’hui ^^,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,NE,M,D
"L'enseignante explique de manière très rapide; la quantité d'information est très grande, on n'arrive pas à suivre et à assimiler, c'est vraiment énervant",/,Esi,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,N,NE,N,NE,J,CO
le contenue de cours est important,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N,NE,NE,I,J,G
"mais j'aime pas le fait de mettre le texte en anglais et d'expliquer en français , j'arrive pas à suivre , je suis perdu et angoissé",/,Esi,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,N,NE,N,C,M,C
Nous sommes au début mais je ne comprends toujours pas l'objectif derrière quelques notions abordées. ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,M,D
"À mon avis, il peut avoir un peu plus de couleurs et de schémas.",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,A,G
L'enseignante ne communique pas avec les étudiants. c'est dégoûtant,/,Esi,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,C
Jusqu'à présent j'ai pas bien compris les notions de ce cours.,/,Esi,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
La méthode dont le prof présente son cours donne l'impression que même lui n'a pas bien saisi les notions grave vraiment Sa méthode est mauvaise,/,Esi,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,N,H,NE,I,J,S
"il ne donne jamais d'importance au design, des textes randoms partout, les couleurs et les tailles de police ne sont pas unifiées ",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,Pr
