Commentaire,Séance,Module,Polarité,Attitude,Attente,Présentation,Contenu,Design,Général,Communication,Structure,Anxiété,Colère,Ennui,Joie,Mécontentement,Confusion,Utilité,Intrinsèque,Accomplissement,Cout,Satisfaction,Gratitude,Sentiment,Aspect,Niveau
le cours était ennuyeux ,02/07/2021,BWEB,N,NE,NE,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,J,Pr,1CP
La présentation est un peu ennuyeuse et compliquée ,03/07/2021,PRST1,N,NE,NE,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,J,C,2CP
"C'est bon il y a beaucoup d'informations dans la présentation, j'aurais aimé s'il y avait plus d'exemples",04/07/2021,PRST1,N,NE,NE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,2CP
Il est bien structuré ,05/07/2021,PRST1,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,2CP
Le cours contient beaucoup de texte  ,06/07/2021,PRST1,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,2CP
"Temps en temps le professeur nous oublie et continue son présentation sans voir nos questions ou vérifie si on suit avec lui, comme il est dans un autre monde je me sens perdu tout le temps ",07/07/2021,PRST1,N,H,NE,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,M,G,2CP
Quand même si je me concentre je peux assimiler presque 60% du cours ,08/07/2021,PRST1,P,NE,P,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,Pr,2CP
J'aime beaucoup ces présentations,09/07/2021,ALG3,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,E,C,2CP
"On traite beaucoup d'exemples pendant le cours, le prof est toujours à l'écoute, je l'aime",10/07/2021,ALG3,P,A,NE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,J,S,2CP
"Le cours est bien organisé, chaque notion dépend de la précédente",11/07/2021,ALG3,P,NE,NE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,2CP
"Le cours est trop chargé en texte avec une très petite police, sans couleur",12/07/2021,ALG3,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,CO,2CP
J'aime bien l'interaction qu'il y'a entre nous et le professeur,13/07/2021,ALG3,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,E,G,2CP
"Il y'a trop d'informations à retenir d'un seul coup, c'est difficile de tout garder en tête dans la même séance",14/07/2021,ALG3,N,NE,N,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,A,Pr,2CP
je n'aime pas du tout la présentation de ce cours ,15/07/2021,ALSDS,N,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,1CP
"Cela pourrait être mieux si elle expliquait au lieu de faire une lecture aux slides(tout le monde sait lire), c'est dégoûtant",16/07/2021,ALSDS,N,H,NE,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,J,S,1CP
Le cours est bien organisé,17/07/2021,ALSDS,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CP
Le contenu est très bien animé ,18/07/2021,ALSDS,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,CO,1CP
Aucune communication entre le prof et les étudiants ,19/07/2021,ALSDS,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,M,G,1CP
Ce cours est très ennuyeux ,20/07/2021,ALSDS,N,NE,NE,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,C,Pr,1CP
"Le professeur parle de tout et de rien, c'est bien de discuter des fois; mais quand on discute plus qu'on travaille, ça devient angoissant",21/07/2021,ALG3,N,NE,NE,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,M,C,2CP
Nous faisons pas mal d'exercices et nous comprenons assez bien,22/07/2021,ALG3,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,S,2CP
Le td est bien organisé,23/07/2021,ALG3,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,2CP
"Pour les solutions du td envoyé par le professeur, je n'aime pas quand ils sont rédigés à la main car je n'y comprends rien du tout",24/07/2021,ALG3,N,NE,N,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,C,CO,2CP
Il n'y a pas beaucoup de communication relatives au td,25/07/2021,ALG3,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,M,G,2CP
"Je n'ai pas appris beaucoup de choses, je préfère revoir des videos d'exo7math, ils sont biens mieux présentées et expliquées que ce prof",26/07/2021,ALG3,N,H,NE,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,A,Pr,2CP
"Je vois que le professeur, ne fait pas d'efforts pour expliquer, surtout que lui, il était major de promo, d'où il commence à raconter c'est l'expérience qui n'ont même pas d'importance il m'énerve ",27/07/2021,SFSD,N,H,NE,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,J,C,2CP
"Pour le cours, il n'est pas vraiment à la hauteur, on dirais que c'est de la littérature.",28/07/2021,SFSD,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,2CP
Pas d'organisation,29/07/2021,SFSD,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,M,D,2CP
"Je l'ai déjà dis. Le cours contient beaucoup de texte, on dirait que c'est de la  littérature",30/07/2021,SFSD,N,NE,NE,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,2CP
Le professeur s'intéresse qu'à une seule fille. Pourquoi? on sait pas ça rend tout le monde énervants,31/07/2021,SFSD,N,H,NE,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,M,Pr,2CP
Trop de détails et j'aime pas du tout la méthode en ligne de ce prof,01/08/2021,SFSD,N,NE,NE,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,C,2CP
La présentation est riche et intéressante mais le rythme est un peu rapide c'est stressant,02/08/2021,ARCH2,N,NE,NE,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,M,S,2CP
J'aime le contenu de la présentation de ce module ; C'est très riche et informatif,03/08/2021,ARCH2,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,M,D,2CP
j'aime vraiment ce cours il est bien structuré et dans un ordre très logique,04/08/2021,ARCH2,P,NE,NE,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,E,CO,2CP
"Le cours est composé par près de 90% de schéma, ce qui en fait un peu difficile à comprendre et surtout de réviser après",05/08/2021,ARCH2,N,NE,N,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,G,2CP
une communication agréable entre le prof et les étudiants,06/08/2021,ARCH2,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,J,Pr,2CP
J'aime pas du tout la manière de présenter le cours,07/08/2021,PRST1,N,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,2CP
Cela aurait était mieux si le cours comportait plus d'explications sur les les théorèmes et plus de preuves au lieu de les parachuter comme ça !,08/08/2021,PRST1,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,2CP
Structure assez avancée par rapport au acquis d'un élève 2CP.,09/08/2021,PRST1,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,J,D,2CP
"Peu de schéma graphs , illustration. Que du texte .",10/08/2021,PRST1,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,2CP
"Le cours est peu interactif , et laisse l'étudiant s'ennuyer assez rapidement",11/08/2021,PRST1,N,NE,NE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,A,G,2CP
Le prof m'a fait un peu perdre mon admiration pour les proba je l'admire pas ,12/08/2021,PRST1,N,H,NE,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,Pr,2CP
le cours était très bien présenté,13/08/2021,SFSD,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,2CP
"le contenu était riche , avec des exemples et des explications",14/08/2021,SFSD,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,2CP
il était bien structuré !,15/08/2021,SFSD,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,2CP
comme cours pédagogique il était acceptable ! et sur tous comme il est rédigé sous linux donc c'était beau,16/08/2021,SFSD,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CP
"Communication acceptable , toutes les questions sont prise en charge",17/08/2021,SFSD,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,2CP
"plusieurs notions par séance ! personnellement  j'arrive pas à suivre la séance jusqu'à la fin  , et donc j'ai plusieurs lacune et je stresse !!!",18/08/2021,SFSD,N,NE,N,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,J,Pr,2CP
"Le cours était très bien présenté , on n'a pas senti qu'il s'agit d'un cours en ligne j'adore le prof",19/08/2021,SIC,P,A,NE,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,M,C,2CP
Le contenu de ce cours est très important,20/08/2021,SIC,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,S,2CP
Ce cours est bien structuré et dans un ordre très logique,21/08/2021,SIC,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,C,2CP
Trop d'images à mon avis,22/08/2021,SIC,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,CO,2CP
Très bonne communication j'aime trop,23/08/2021,SIC,P,NE,NE,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,M,G,2CP
"Cours très intéressant , des séances très riches",24/08/2021,SIC,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,Pr,2CP
Le cours été bien présenté,25/08/2021,ML,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,2CP
"Le contenu est très riche, mais très axé sur la théorie",26/08/2021,ML,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,2CP
L'enchaînement des notions est bien fait,27/08/2021,ML,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,2CP
"Le cours manque de détails, le support ne contient pas les informations nécessaires pour comprendre le cours.",28/08/2021,ML,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,2CP
Je n'aime pas la méthode de gestion des problèmes rencontrés dans le TP,29/08/2021,ML,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,G,2CP
Les tps contiennent beaucoup de fautes qui nous ont fait perdre beaucoup de temps pour rien.,30/08/2021,ML,N,NE,NE,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,C,CO,2CP
Le cours était très bien présenté avec de riches et différents exemples,07/03/2021,SFSD,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,CO,2CP
Le contenu du cours était assez consistent,07/03/2021,SFSD,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,2CP
Cours très bien structuré,07/03/2021,SFSD,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,2CP
Contenu bien schématisé avec des exemples,07/03/2021,SFSD,P,NE,NE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,2CP
Le professeur a bien communiqué avec nous je l'aime bien,07/03/2021,SFSD,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,M,G,2CP
Une très bonne qualité et quantité de connaissances proposé,07/03/2021,SFSD,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,2CP
trop de questions perturbent le déroulements de la séance ça m'agace,29/01/2021,ALSDS,N,NE,NE,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,M,D,1CP
il faut faire une organisation entre les étudiants ils ne savent comment bien communiquer  ,29/01/2021,ALSDS,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
le cours est bien présenté et expliqué ,29/01/2021,ALSDS,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CP
j'aime bien l'animation et la couleur rouge pour les remarques,29/01/2021,ALSDS,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,C,1CP
"Le cours était bien présenté, le prof faisait des efforts pour que nous comprenions et n'hésitait pas à répéter s'il le fallait",21/02/2021,SYS1,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,Pr,2CP
"Pour les modules pratiques comme SYST, ce n'est pas très évident de présenter le cours en ligne",21/02/2021,SYS1,N,NE,NE,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,C,2CP
"Le cours était bien structuré,",21/02/2021,SYS1,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,S,2CP
Un peu trop d'orange à mon goût,21/02/2021,SYS1,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,D,2CP
Très bonne communication entre prof et étudiant,21/02/2021,SYS1,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NE,CO,2CP
Un peu de mal à saisir toute la somme d'informations présentées vu le rythme rapide,21/02/2021,SYS1,N,NE,NE,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,G,2CP
il contenait l'essentiel et assez d'exemples pour faciliter la compréhension,21/02/2021,SYS1,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,2CP
Le cours est présenté très rapidement.,13/02/2021,BWEB,N,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,1CP
Le cours ne contient pas trop d'exemples ,13/02/2021,BWEB,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,1CP
Le cours est très bien structuré.,13/02/2021,BWEB,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
Il y a un équilibre entre les textes et les couleurs.,13/02/2021,BWEB,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Le dialogue est la meilleure solution.,13/02/2021,BWEB,NE,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,J,G,1CP
Le cours est un peu encombré j'aime pas trop son déroulement en ligne,13/02/2021,BWEB,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Pr,1CP
Le cours est très bien présenté.,11/02/2021,ALSDS,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,C,1CP
Il contient pas mal d'astuces pour réussir un programme ou un algorithme.,11/02/2021,ALSDS,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,S,1CP
Le cours est très bien structuré,11/02/2021,ALSDS,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
Le cours est bien construit,11/02/2021,ALSDS,P,NE,NE,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,CO,1CP
La communication est très active,11/02/2021,ALSDS,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,A,G,1CP
Rien à commenter j'aime bien ce cours en ligne ,11/02/2021,ALSDS,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,C,Pr,1CP
c'était  nul présentation et  compréhension j'aime du tout ce prof,17/01/2021,ALSDS,N,H,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,D,1CP
si le prof a utilisé un tableau ou un écran pour expliquer les idée ça pourrait être mieux comme ça c'est nul,17/01/2021,ALSDS,N,NE,NE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,S,1CP
par contre le cours était bien structuré,17/01/2021,ALSDS,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CP
la présentation côté design était à la hauteur,17/01/2021,ALSDS,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,CO,1CP
je ne préfère pas la méthode de laisser les questions à la fin de la séance car beaucoup de questions restent dans nos tête sans réponses,17/01/2021,ALSDS,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NE,G,1CP
personnellement j'ai pas pu suivre mes cours c'était une catastrophe pour moi et je stresse pour ça,17/01/2021,ALSDS,N,NE,N,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,M,G,1CP
"on peut pas comprendre ce qu'il dit même si on pose des questions , il sait que dire c'est évident et  c'est élémentaire , mais nous arrivons pas a comprendre il m'énerve",12/02/2021,ARCH1,N,H,NE,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,M,G,1CP
le cours n'est pas bien présenté les slides sont mal animés,12/02/2021,ARCH1,N,NE,NE,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,S,1CP
il est bien structuré et dans un ordre très logique,12/02/2021,ARCH1,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,M,D,1CP
j'aime bien que ce cours sera beau comme celui d'electricité parce que la il est vraiment catastrophique,12/02/2021,ARCH1,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,CO,1CP
c'est pas pratique de communiquer avec le prof il comprend rien on dirait on parle chinois,12/02/2021,ARCH1,N,H,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,M,C,1CP
j'espère que la méthodologie s'améliore,12/02/2021,ARCH1,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,Pr,1CP
j'ai pas pu assisté et j'ai rien compris du module,08/02/2021,TEE,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,1CP
je sais pas pourquoi on doit lire un roman dans une école d'informatique c'est une blague,08/02/2021,TEE,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,1CP
mauvaise structure,08/02/2021,TEE,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,J,D,1CP
les slides sont pas attirants ,08/02/2021,TEE,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
la connexion internet n'est pas bonne donc j'arrive pas à bien communiquer avec les autres c'est stressant,08/02/2021,TEE,N,NE,N,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,J,Pr,1CP
j'aime pas du tout le contenu,08/02/2021,TEE,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,C,1CP
La prof est si comprehensive.,12/02/2021,ARCH1,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,S,1CP
Le cours était très intéressant,12/02/2021,ARCH1,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,D,1CP
Il bien bien structuré,12/02/2021,ARCH1,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,CO,1CP
Le cours est très organisé et bien fait,12/02/2021,ARCH1,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CP
Pour moi la prof d'archi est très patiente et respectueuse,12/02/2021,ARCH1,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,E,Pr,1CP
J'ai pas aimé la présentation du cours  car le prof accélérait sans prendre en considération notre compréhension,02/02/2021,ALSDS,P,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NE,G,1CP
Cela pourrait être mieux simplifie les notions car il a un niveau haut et il n'arrive pas à simplifier les notions,02/02/2021,ALSDS,N,NE,N,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,S,1CP
Mal organisé,02/02/2021,ALSDS,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,J,D,1CP
Il contient des couleurs attirantes,02/02/2021,ALSDS,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,1CP
Le prof nous humilie quand on ne comprends pas quelques chose pour lui tout est évident je le déteste,02/02/2021,ALSDS,N,H,NE,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,J,Pr,1CP
Je veux apprendre mais avec le prof  je sens que je perdu mon temps sans rien apprendre,02/02/2021,ALSDS,N,H,NE,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,J,C,1CP
On comprend Rien avec le prof du cours il est vraiment ennuyant,21/01/2021,ALSDS,N,H,NE,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,J,S,1CP
Cela pourrait être mieux s'il augmente le volume horaire,21/01/2021,ALSDS,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,C,1CP
Le cours est bien structuré,21/01/2021,ALSDS,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Les slides sont bien organisé,21/01/2021,ALSDS,P,NE,NE,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,1CP
J'arrive à comprendre le contenue du cours,21/01/2021,ALSDS,P,NE,P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,1CP
Je l'aime bien ce prof,11/02/2021,ALSDS,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,S,1CP
Le contenu est important,11/02/2021,ALSDS,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,Pr,1CP
Bien structuré on fait des choses spécifiés,11/02/2021,ALSDS,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,C,C,1CP
Avec chaque notion il ya des exemples pour simplifier la compréhension j'adore,11/02/2021,ALSDS,P,NE,NE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,M,D,1CP
Il nous donne la possibilité de parler et poser des questions je l'admire,11/02/2021,ALSDS,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,1CP
Présentation du prof magnifique,02/12/2021,ARCH1,P,A,NE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,M,G,1CP
Le contenu de ce cours est très important,02/12/2021,ARCH1,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,Pr,1CP
c'était bien organisé,02/12/2021,ARCH1,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,C,1CP
j'ai aimé la présentation,04/02/2021,TEE,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CP
On étudie la même chose chaque séance c'est énervant,04/02/2021,TEE,N,NE,NE,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,J,D,1CP
Des blocs textuels difficiles à lire,04/02/2021,TEE,N,NE,N,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,CO,1CP
Elle nous donne la possibilité de parler,04/02/2021,TEE,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CP
Je n'ai pas bénéficié de cette séance,04/02/2021,TEE,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,Pr,1CP
"J'aime bien la façon dans laquelle le prof présente son cours, c'est un bon prof ",31/08/2021,SINF,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,C,2CP
Le contenu du cours pas très important ,01/09/2021,SINF,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,J,S,2CP
Le contenu des cours est bien structuré et bien organisé,02/09/2021,SINF,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,2CP
Un design attirant j'aime bien,03/09/2021,SINF,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,M,Pr,2CP
Très bonne communication entre le prof et les étudiants en plus il répond sur les questions tout de suite.,04/09/2021,SINF,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,M,C,2CP
Le cours était intéressant et enrichissant et je l'aimais bien ce module et ce prof.,05/09/2021,SINF,P,A,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,S,2CP
J'ai bien aimé la présentation de ce cours,06/09/2021,SFSD,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,D,2CP
Le contenu de ce cours est très important à mon avis,07/09/2021,SFSD,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,CO,2CP
Le cours était bien structuré et dans un ordre très logique,08/09/2021,SFSD,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,E,G,2CP
Il y a beaucoup des schémas et un peu de texte  c'est bien,09/09/2021,SFSD,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,2CP
"le cours est théorique au point ou il est inutile dans le TD
l'accélération de la présentation du cours",10/09/2021,ARCHI1,N,NE,NE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,2CP
pdf du cours n'a aucune information utile ,11/09/2021,ARCHI1,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,2CP
la chronologie des chapitres est logique,12/09/2021,ARCHI1,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,2CP
"le design n'est pas fatiguant, c'est bien",13/09/2021,ARCHI1,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,2CP
Le prof essaie de communiquer avec les étudiants,14/09/2021,ARCHI1,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,2CP
"Je ne pouvais jamais comprendre une chose dans le cours, c'est dégoûtant",15/09/2021,ARCHI1,N,NE,NE,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,J,Pr,2CP
Le cours est bien présente,16/09/2021,ANAL1,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,S,1CP
