Commentaire,Séance,Module,Polarité,Attitude,Attente,Présentation,Contenu,Design,Général,Communication,Structure,Anxiété,Colère,Ennui,Joie,Mécontentement,Confusion,Utilité,Intrinsèque,Accomplissement,Cout,Satisfaction,Gratitude,Sentiment,Aspect,Niveau
"Une formation de qualité qui mériterait d'être complétée par une synthèse écrite des notions abordées lors de ces cours, un étude comparée pour chaque quizz entre nos propres réponses et celles attendues et aussi une ou deux exemples de cas pratiques permettant d'exercer les acquis","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Les éléments apportés sont très intéressants et donnent des axes de réflexion pour les projets de conduite de changement. ,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"En revanche, pour les personnes qui sont très visuelles, il conviendrait de mettre davantage de schémas, ou au moins des slides supplémentaires.","Apr 05, 2020",reuissir-le-changement,NE,NE,NE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
"Bonne introduction pour une formation plus complète liée à la conduite du changement. Support bien fait, on y retrouve dans sa forme et dans son contenu une cohérence qui conforte le sérieux et le résultat que l'on peut espérer à suivre une formation plus complète.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Excellent cours sur les approches à apporter au changement.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
 Certains modules gagneraient à être fractionnés pour permettre une meilleure assimilation et attention. De même les ressources gagneraient à apparaître en fin de module plutôt qu'à la toute fin du MOOC.,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
Une très bonne introduction aux notions de changement et de gestion de projet de changement au sein de l'entreprise. Toutes les facettes de la gestion du changement sont abordées avec clarté et on trouve de nombreuses pistes pour aller plus loin sur le sujet.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Le contenu est très intéressant et les intervenants très compétents Toutefois, le nombre de coupures au montage, certains lisant trop leurs notes et de nombreux éléments externes viennent couper la concentration. Merci de m'avoir permis de suivre ce cours !","Apr 05, 2020",reuissir-le-changement,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Très bon cours sur la conduite du changement. Une découverte pour moi qui ai intégré le monde du logiciel, et ses besoins en conduite du changement auprès des clients. ","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
"Mais pas que...4 étoiles car je regrette le manque de QCM, et la pauvreté des supports.","Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
"Complet et précis pour bien comprendre à quoi sert le change et comment l'aborder. J'étais moi même un peu sceptique en débutant ce MOOC...juste un peu monotone à suivre… Il faudrait ajouter des exemples concrets et des vidéos parfois plus ""vivantes""","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Le contenu est très intéressant,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
", mais j'ai regretté le manque de support (l'apprenant est vraiment seul), et le flou de certaines questions d'évaluation en fin de séquence (difficiles à interpréter ou sans rapport avec la séquence).","Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Qualité pédagogique inégale des intervenants. Bons supports : outils à utiliser. Bon niveau de synthèse. Efficace (vidéo + quizz). On sent que ses enseignements reposent sur une expertise et une recherche de la Chaire. Bravo !,"Apr 05, 2020",reuissir-le-changement,P,A,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
"Excellent cours, très clair pour aborder la conduite du changement. J'ai aimé l'histoire du changement depuis Kurt Lewin jusqu'à John Kotter. Beaucoup de conseils pratiques comme l'atelier Speed Boat ou l'arbre à personnages.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Cours très complet qui permet d'acquérir à la fois des notions théoriques et pratiques de la conduite du changement.Il donne aussi une bonne synthèse des différentes théories de conduite du changement et des outils associés.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
Une formation qui donne de bonnes bases pour réussir le changement. ,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
"Il manque de mon point de vue, les réponses corrigées des quizz pour avoir une compréhension des éventuelles questions sur lesquels nous avons pu échouer","Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
"Les modules sont cours et vont à l’essentiel ce qui est très appréciable pour un MOOC, des exemples concrets qui permettent facilement de se projeter dans la situations du changement. Bravo à la Chaire ESSEC Change !","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Excellent introduction à la conduite du changement. Pour compléter la formation je suggère aux enseignants de proposer aux étudiants des cas d'étude pratiques qui leur permettront de mieux s’approprier les concepts.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Clair mais un peu trop magistral => manque d'exemples, de cas pratiques. Cela étant, tout y est. Merci beaucoup pour ce rafraîchissement sur un sujet majeur et essentiel en ces temps de transformation tous azimuts.","Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
"Étant novice totale sur le sujet, ce cours me semble être une très bonne et complète introduction ! Il donne les outils et les ressources pour mettre en pratique, et pour aller plus loin si on le souhaite. Merci !","Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,1CP
"un petit peu trop d'information descendante pour un cours sur le pilotage du changement qui met en avant l'expérimentation et les ateliers participatifs mais cours excellent , diction des professeurs très bonne","Apr 05, 2020",reuissir-le-changement,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"je pense qu'il faudrait y ajouter des exemples réels de conduite de changement, je veux dire par la une étude de cas à la fin pour voir en pratique les connaissances acquises et comment elle ont été appliquées","Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
"Cours très intéressant et dense. Quelques exemples d'entreprises ou des illustrations son/image, pourraient agrémenter ce mooc pour le rendre plus dynamique, notamment sur les parties conceptuelles ardues :)","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Merci ! C'est un bon MOOC ! ,"Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
"Ceci étant dit, certains quizz sont à améliorer (ce sujet est largement discuté dans les forums de discussion) et de la documentation pour aller plus loin sur le sujet manque.","Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Une très bonne introduction sur la conduite du changement en entreprise. Toutes les bases sont abordées pour nous permettre d'approfondir de nous-même par la suite et de mettre le changement en œuvre,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Très bonne introduction pour les non initiés à la conduite du changement. Le cours est captivant et très bien structuré.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Seul regret : certaines questions du quiz n'ont pas de relation avec le cours.,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
LE COURS COUVRE BEAUCOUP DE NOTIONS EST EXHAUSTIF LES EXEMPLES SONT BIENS CHOISIS ET PERMETTENT DE S'APPROPRIER LES NOTIONS CLES POINT D' AMÉLIORATION: PLUS D’ILLUSTRATIONS POUR ETAYER LES PROPOS,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
La documentation des cours est assez légère et le contenue manque un petit peu de lien avec les réalités du terrain de mon point de vu de consultant. ,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Un excellent cours que je recommande,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Beaucoup de méthodes, interventions très claires.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Il manque un peu de vécu et d'exemples concrets de changements menés en entreprise pour rendre cela plus vivant et pragmatique.,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
"Très intéressant support, par contre les quizz ne sont pas toujours appropriés (les questions devancent les cours, ou n'ont même jamais de réponse apportée dans les vidéos ...).","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"Le cours donne des éléments intéressants à comprendre comment réussir un projet de changement, mais il reste très théorique avec peu d'exemples concrets, la mise en pratique.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"Très bon cours expliquant toutes les notions de la conduites du changement avec les origines, les grandes figures de la conduite du changement, les différentes méthodologies.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Vidéo et transcription écrite au top. Qualité des intervenants et compréhension facilité, au top.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Quizz: certaines questions n'avaient aucun rapport avec le module à valider!,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
"Très bon Mooc, très qualitatif !  Merci l'ESSEC !","Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
"Je regrette cependant de ne pas pouvoir télécharger des ressources (cartographie, exemples,...) utilisées lors des cours.","Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Excellente introduction aux notions de conduites de changement. Tous les concepts nécessaires à la compréhension de la conduite de changement sont clairement exposés.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Dans un monde emprunt au changement permanent, il est devenu essentiel de structurer cette donnée immuable aux organisations; ce cours permet largement cet exercice.","Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
"Très bien, en particulier les vidéo de JM MOUTOT et D. AUTISSIER, ","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"en revanche assez léger en termes d'outillage, c'est dommage car le temps le permet amplement.","Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
"Intéressant pour un niveau débutant mais très théorique. Il faudrait un module complémentaire avec plus de cas pratiques, pour être applicable en entreprise.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"Très bien structuré, les quizz posent des questions qui vont à l'essentiel. Une fois le cours fini, on se sent plus à l'aise sur les sujets de changement !","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Je conseille ce MOOC à toute personne qui se prépare à conduire un changement. Il constitue une excellente première approche pour mener à bien son projet.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Très intéressant, j'aurai souhaité que plus de temps (en plus) soit accordé aux illustrations par des outils, et ce même outils plus illustrés, détaillés.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"très clairs et progressifs, quelques couacs au niveau des quizz avec des notions non abordées mais qu'il faut déduire, merci pour ce contenu enrichissant","Apr 05, 2020",reuissir-le-changement,P,A,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
Ceci est un cours qui permet de donner les bases pour bien comprendre les tenants et les aboutissements des transformations / changements en entreprise.,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,J,CO,1CP
Très bon mix entre théorie et applications pratiques. Une conclusion aurait été appréciée. Merci beaucoup pour ce MOOC sur la réussite du changement!,"Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
Je recommande! Ce cours vous apporte une bonne introduction à la conduite du changement et vous donne également les clés pour approfondir le sujet,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Un très bon complément à la formation professionnelle MOP que je suis en train de suivre et une ouverture vers mon futur projet professionnel,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Ce cours est superbement bien agencé, concis, vraiment l'essentiel de la conduite du changement avec les aspects historiques liés au sujet.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,J,CO,1CP
"Impeccable, les questionnaires, parfois nécessite que l'on étudie en dehors du Mooc pour les réponses mais ce n'est pas insurmontable !","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Bonne approche théorique, quelques outils pratiques à utiliser pour la conduite du changement. Les sujets restent traités à la surface","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Un cours enrichissant, concret et bien rythmé. ","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Une frustration : ne pas avoir d'explications suite à une mauvaise réponse à un quizz.,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
"MOOC très intéressant, une amélioration possible serait de passer moins vite sur les schémas pour qu'on puisse bien les comprendre.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Un bon survol de la conduite du changement. Une qualité variable des intervenants. Une invitation à aller vers la certification ESSEC,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Cours très intéressant, Merci tout de même j’ai beaucoup appris !","Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,1CP
en revanche il manque d’exemples et de mises en situation.,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Les questions des quiz ne sont pas toujours fidèle aux vidéos explicatives.,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
Le contenu pédagogique est cependant de qualité.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Ce mooc permet d'aborder une base théorique de la conduite du changement. Les aspects opérationnels sont également fournis.,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,J,CO,1CP
"Bon MOOC,","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
seuls les quizz laissent à désirer (questions mal posées et parfois sans rapport avec la vidéo qui a précédé).,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Très bon MOOC qui permet d'assoir et de structurer des compétences déjà acquises au cours d'une vie professionnelle.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
Formation éclairante sur la dynamique à mettre en place pour réunir tous les facteurs de réussite du changement.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Cours intéressant, bon rythme ; ","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
améliorations potentielles : illustrations graphiques et exemples en entreprise,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
"Excellent cours, qui ouvre des portes vers la théorie du changement et son pilotage opérationnel en entreprise","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Très bon cours, j'ai pu découvrir de nouvelles notions et aussi rafraîchir mes compétences. Bravo à l'équipe.","Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,J,CO,1CP
Les cours sont intéressants et permettent de rappeler les bonnes pratiques voir d'apporter quelques outils.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,1CP
Bonne formation et Merci à tous l’équipe pédagogique,"Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
Le problème c'est comment recevoir une certificat ?,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,J,CO,1CP
Excellent cours qui m'a permis d'obtenir certaines notions et certaines pratiques à avoir au quotidien,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
Des apports et des outils concret et utile pour piloter des projets de changement dans les organisation,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,CO,1CP
Certains cours sont trop lus. Pour améliorer ce MOOC il faudrait fournir des exemples de livrables.,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
information complète,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"il manque néanmoins une boite à outils, récapitulative des notions évoquées","Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
A répondu à mes attentes : les grands concepts et la mise en œuvre de la conduite du changement,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
"Vraiment un cours formidable, avec une grande maîtrise et en appliquant l'art de l'essentiel","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Très bien sauf une intervenante qui ne rendant pas la vidéo intéressante faute de présence...,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Contenu intéressant, ","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
mais problèmes sur les quizz. Certains éléments n'ont pas été abordés.,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Cours donnant des marques pour initialiser le changement dans son entreprise. A s'inspirer.,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,J,CO,1CP
"cours très pédagogique, avec beaucoup de matière académique mais aussi des outils concrets","Apr 05, 2020",reuissir-le-changement,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"bonjour très bien expliqué , très facile à comprendre, peut être trop théorique à mon gout","Apr 05, 2020",reuissir-le-changement,P,NE,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Très bonne introduction, ","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
manque cependant d'exemples plus concrets de mise ne pratique.,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Il faudrait peut être rajouter quelques exemples pratiques issues d'expériences réelles,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
Un peu plus d'exemples seraient les bienvenus. Contenus intéressants et bien structurés.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Excellent survol d'un ensemble d'outils et de concepts d'accompagnement du changement,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Merci, il manque juste des fiches de synthèse, un peu comme les polycopiés d'avant","Apr 05, 2020",reuissir-le-changement,N,A,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,J,CO,1CP
Bonne pédagogie et richesse de contenu. Un module très pratique serait intéressant,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"Cours intéressant, avec des outils méthodologiques utilisables sur le terrain.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,J,CO,1CP
"Très intéressant, surtout les vidéos de David Pâtissier et Jean-Michel Moutot","Apr 05, 2020",reuissir-le-changement,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,CO,1CP
Intéressant mais nécessaire de compléter avec des éléments plus opérationnels,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"Très intéressant, plus d'exemple de mise en pratique aurait été intéressant.","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Revoir certains modules avec certains animateurs car dévaluent la formation,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
J'ai pris plaisir à suivre ce Mooc initiatique à la Gestion du Changement.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Très bon cours parfois quelque peu monotone selon la voie des intervenants,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
J'aurais aimé que ce cours soit plus pratique avec des études de cas.,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
Contenu intéressant,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
mais les présentateurs manquent de dynamisme,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
"Très intéressant, le change fait partie intégrante d la réussite","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Merci pour ce partage d'expertise sur la conduite du changement.,"Apr 05, 2020",reuissir-le-changement,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,J,CO,1CP
Du contenu vidéo très intéressant avec des professeurs de renom.,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Contenu intéressant mais inégal sur la qualité des intervenants,"Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
manquent quelques slides et certains quizz sont décorrélés des cours,"Apr 05, 2020",reuissir-le-changement,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Certains quizz reprennent difficilement le contenu des vidéos,"Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
"Une formation - mise en bouche - riche, claire et accessible","Apr 05, 2020",reuissir-le-changement,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"Avec des supports de cours, j'aurai mis les 5 étoiles!","Apr 05, 2020",reuissir-le-changement,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,CO,1CP
